0,1,2,3,4,5,6,7,8,
51,2.6,2.7,2.9,3,4.2,4.3,4.7,4.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('51','2.6','2.7','2.9','3','4.2','4.3','4.7','4.8');"
51.5,2.7,2.8,3,3.1,4.4,4.5,4.8,4.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('51.5','2.7','2.8','3','3.1','4.4','4.5','4.8','4.9');"
52,2.8,2.9,3.1,3.2,4.5,4.6,5,5.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('52','2.8','2.9','3.1','3.2','4.5','4.6','5','5.1');"
52.5,2.9,3,3.2,3.3,4.6,4.7,5.1,5.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('52.5','2.9','3','3.2','3.3','4.6','4.7','5.1','5.2');"
53,3,3.1,3.3,3.4,4.8,4.9,5.3,5.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('53','3','3.1','3.3','3.4','4.8','4.9','5.3','5.4');"
53.5,3.1,3.2,3.4,3.5,4.9,5,5.4,5.5,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('53.5','3.1','3.2','3.4','3.5','4.9','5','5.4','5.5');"
54,3.2,3.3,3.5,3.6,5.1,5.2,5.6,5.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('54','3.2','3.3','3.5','3.6','5.1','5.2','5.6','5.7');"
54.5,3.3,3.4,3.6,3.7,5.3,5.4,5.8,5.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('54.5','3.3','3.4','3.6','3.7','5.3','5.4','5.8','5.9');"
55,3.5,3.6,3.7,3.8,5.4,5.5,6,6.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('55','3.5','3.6','3.7','3.8','5.4','5.5','6','6.1');"
55.5,3.6,3.7,3.9,4,5.6,5.7,6.1,6.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('55.5','3.6','3.7','3.9','4','5.6','5.7','6.1','6.2');"
56,3.7,3.8,4,4.1,5.8,5.9,6.3,6.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('56','3.7','3.8','4','4.1','5.8','5.9','6.3','6.4');"
56.5,3.8,3.9,4.1,4.2,5.9,6,6.5,6.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('56.5','3.8','3.9','4.1','4.2','5.9','6','6.5','6.6');"
57,3.9,4,4.2,4.3,6.1,6.2,6.7,6.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('57','3.9','4','4.2','4.3','6.1','6.2','6.7','6.8');"
57.5,4,4.1,4.4,4.5,6.3,6.4,6.9,7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('57.5','4','4.1','4.4','4.5','6.3','6.4','6.9','7');"
58,4.2,4.3,4.5,4.6,6.4,6.5,7.1,7.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('58','4.2','4.3','4.5','4.6','6.4','6.5','7.1','7.2');"
58.5,4.3,4.4,4.6,4.7,6.6,6.7,7.2,7.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('58.5','4.3','4.4','4.6','4.7','6.6','6.7','7.2','7.3');"
59,4.4,4.5,4.7,4.8,6.8,6.9,7.4,7.5,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('59','4.4','4.5','4.7','4.8','6.8','6.9','7.4','7.5');"
59.5,4.5,4.6,4.9,5,7,7.1,7.6,7.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('59.5','4.5','4.6','4.9','5','7','7.1','7.6','7.7');"
60,4.6,4.7,5,5.1,7.1,7.2,7.8,7.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('60','4.6','4.7','5','5.1','7.1','7.2','7.8','7.9');"
60.5,4.7,4.8,5.1,5.2,7.3,7.4,8,8.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('60.5','4.7','4.8','5.1','5.2','7.3','7.4','8','8.1');"
61,4.8,4.9,5.2,5.3,7.4,7.5,8.1,8.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('61','4.8','4.9','5.2','5.3','7.4','7.5','8.1','8.2');"
61.5,4.9,5,5.3,5.4,7.6,7.7,8.3,8.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('61.5','4.9','5','5.3','5.4','7.6','7.7','8.3','8.4');"
62,5,5.1,5.5,5.6,7.7,7.8,8.5,8.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('62','5','5.1','5.5','5.6','7.7','7.8','8.5','8.6');"
62.5,5.1,5.2,5.6,5.7,7.9,8,8.6,8.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('62.5','5.1','5.2','5.6','5.7','7.9','8','8.6','8.7');"
63,5.2,5.3,5.7,5.8,8,8.1,8.8,8.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('63','5.2','5.3','5.7','5.8','8','8.1','8.8','8.9');"
64,5.4,5.5,5.9,6,8.3,8.4,9.1,9.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('64','5.4','5.5','5.9','6','8.3','8.4','9.1','9.2');"
64.5,5.5,5.6,6,6.1,8.5,8.6,9.3,9.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('64.5','5.5','5.6','6','6.1','8.5','8.6','9.3','9.4');"
65,5.6,5.7,6.1,6.2,8.6,8.7,9.4,9.5,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('65','5.6','5.7','6.1','6.2','8.6','8.7','9.4','9.5');"
65.5,5.7,5.8,6.2,6.3,8.7,8.8,9.6,9.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('65.5','5.7','5.8','6.2','6.3','8.7','8.8','9.6','9.7');"
66,5.8,5.9,6.3,6.4,8.9,9,9.7,9.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('66','5.8','5.9','6.3','6.4','8.9','9','9.7','9.8');"
66.5,5.9,6,6.4,6.5,9,9.1,9.9,10,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('66.5','5.9','6','6.4','6.5','9','9.1','9.9','10');"
67,6,6.1,6.5,6.6,9.2,9.3,10,10.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('67','6','6.1','6.5','6.6','9.2','9.3','10','10.1');"
67.5,6.1,6.2,6.6,6.7,9.3,9.4,10.2,10.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('67.5','6.1','6.2','6.6','6.7','9.3','9.4','10.2','10.3');"
68,6.2,6.3,6.7,6.8,9.4,9.5,10.3,10.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('68','6.2','6.3','6.7','6.8','9.4','9.5','10.3','10.4');"
68.5,6.3,6.4,6.8,6.9,9.6,9.7,10.5,10.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('68.5','6.3','6.4','6.8','6.9','9.6','9.7','10.5','10.6');"
69,6.4,6.5,6.9,7,9.7,9.8,10.6,10.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('69','6.4','6.5','6.9','7','9.7','9.8','10.6','10.7');"
69.5,6.5,6.6,7,7.1,9.8,9.9,10.8,10.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('69.5','6.5','6.6','7','7.1','9.8','9.9','10.8','10.9');"
70,6.5,6.6,7.1,7.2,10,10.1,10.9,11,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('70','6.5','6.6','7.1','7.2','10','10.1','10.9','11');"
70.5,6.6,6.7,7.2,7.3,10.1,10.2,11.1,11.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('70.5','6.6','6.7','7.2','7.3','10.1','10.2','11.1','11.2');"
71,6.7,6.8,7.3,7.4,10.2,10.3,11.2,11.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('71','6.7','6.8','7.3','7.4','10.2','10.3','11.2','11.3');"
71.5,6.8,6.9,7.4,7.5,10.4,10.5,11.3,11.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('71.5','6.8','6.9','7.4','7.5','10.4','10.5','11.3','11.4');"
72,6.9,7,7.5,7.6,10.5,10.6,11.5,11.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('72','6.9','7','7.5','7.6','10.5','10.6','11.5','11.6');"
72.5,7,7.1,7.5,7.6,10.6,10.7,11.6,11.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('72.5','7','7.1','7.5','7.6','10.6','10.7','11.6','11.7');"
73,7.1,7.2,7.6,7.7,10.8,10.9,11.8,11.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('73','7.1','7.2','7.6','7.7','10.8','10.9','11.8','11.9');"
73.5,7.1,7.2,7.7,7.8,10.9,11,11.9,12,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('73.5','7.1','7.2','7.7','7.8','10.9','11','11.9','12');"
74,7.2,7.3,7.8,7.9,11,11.1,12.1,12.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('74','7.2','7.3','7.8','7.9','11','11.1','12.1','12.2');"
74.5,7.3,7.4,7.9,8,11.2,11.3,12.2,12.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('74.5','7.3','7.4','7.9','8','11.2','11.3','12.2','12.3');"
75,7.4,7.5,8,8.1,11.3,11.4,12.3,12.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('75','7.4','7.5','8','8.1','11.3','11.4','12.3','12.4');"
75.5,7.5,7.6,8.1,8.2,11.4,11.5,12.5,12.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('75.5','7.5','7.6','8.1','8.2','11.4','11.5','12.5','12.6');"
76,7.5,7.6,8.2,8.3,11.5,11.6,12.6,12.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('76','7.5','7.6','8.2','8.3','11.5','11.6','12.6','12.7');"
76.5,7.6,7.7,8.2,8.3,11.6,11.7,12.7,12.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('76.5','7.6','7.7','8.2','8.3','11.6','11.7','12.7','12.8');"
77,7.7,7.8,8.3,8.4,11.7,11.8,12.8,12.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('77','7.7','7.8','8.3','8.4','11.7','11.8','12.8','12.9');"
77.5,7.8,7.9,8.4,8.5,11.9,12,13,13.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('77.5','7.8','7.9','8.4','8.5','11.9','12','13','13.1');"
78,7.8,7.9,8.5,8.6,12,12.1,13.1,13.2,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('78','7.8','7.9','8.5','8.6','12','12.1','13.1','13.2');"
78.5,7.9,8,8.6,8.7,12.1,12.2,13.2,13.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('78.5','7.9','8','8.6','8.7','12.1','12.2','13.2','13.3');"
79,8,8.1,8.6,8.7,12.2,12.3,13.3,13.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('79','8','8.1','8.6','8.7','12.2','12.3','13.3','13.4');"
79.5,8.1,8.2,8.7,8.8,12.3,12.4,13.4,13.5,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('79.5','8.1','8.2','8.7','8.8','12.3','12.4','13.4','13.5');"
80,8.1,8.2,8.8,8.9,12.4,12.5,13.6,13.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('80','8.1','8.2','8.8','8.9','12.4','12.5','13.6','13.7');"
80.5,8.2,8.3,8.9,9,12.5,12.6,13.7,13.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('80.5','8.2','8.3','8.9','9','12.5','12.6','13.7','13.8');"
81,8.3,8.4,9,9.1,12.6,12.7,13.8,13.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('81','8.3','8.4','9','9.1','12.6','12.7','13.8','13.9');"
81.5,8.4,8.5,9,9.1,12.7,12.8,13.9,14,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('81.5','8.4','8.5','9','9.1','12.7','12.8','13.9','14');"
82,8.4,8.5,9.1,9.2,12.8,12.9,14,14.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('82','8.4','8.5','9.1','9.2','12.8','12.9','14','14.1');"
82.5,8.5,8.6,9.2,9.3,13,13.1,14.2,14.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('82.5','8.5','8.6','9.2','9.3','13','13.1','14.2','14.3');"
83,8.6,8.7,9.3,9.4,13.1,13.2,14.3,14.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('83','8.6','8.7','9.3','9.4','13.1','13.2','14.3','14.4');"
83.5,8.7,8.8,9.4,9.5,13.2,13.3,14.4,14.5,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('83.5','8.7','8.8','9.4','9.5','13.2','13.3','14.4','14.5');"
84,8.8,8.9,9.5,9.6,13.3,13.4,14.6,14.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('84','8.8','8.9','9.5','9.6','13.3','13.4','14.6','14.7');"
84.5,8.9,9,9.6,9.7,13.5,13.6,14.7,14.8,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('84.5','8.9','9','9.6','9.7','13.5','13.6','14.7','14.8');"
85,9,9.1,9.7,9.8,13.6,13.7,14.9,15,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('85','9','9.1','9.7','9.8','13.6','13.7','14.9','15');"
85.5,9.1,9.2,9.8,9.9,13.7,13.8,15,15.1,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('85.5','9.1','9.2','9.8','9.9','13.7','13.8','15','15.1');"
86,9.2,9.3,9.9,10,13.9,14,15.2,15.3,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('86','9.2','9.3','9.9','10','13.9','14','15.2','15.3');"
86.5,9.3,9.4,10,10.1,14,14.1,15.3,15.4,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('86.5','9.3','9.4','10','10.1','14','14.1','15.3','15.4');"
87,9.4,9.5,10.1,10.2,14.2,14.3,15.5,15.6,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('87','9.4','9.5','10.1','10.2','14.2','14.3','15.5','15.6');"
87.5,9.5,9.6,10.3,10.4,14.3,14.4,15.6,15.7,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('87.5','9.5','9.6','10.3','10.4','14.3','14.4','15.6','15.7');"
88,9.6,9.7,10.4,10.5,14.5,14.6,15.8,15.9,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('88','9.6','9.7','10.4','10.5','14.5','14.6','15.8','15.9');"
88.5,9.7,9.8,10.5,10.6,14.6,14.7,15.9,16,"INSERT INTO `tbl_weight_for_length`(`length`, `severely_wasted`, `wasted_from`, `wasted_to`, `normal_from`, `normal_to`, `overweight_from`, `overweight_to`, `obese`) VALUES ('88.5','9.7','9.8','10.5','10.6','14.6','14.7','15.9','16');"
